id,price
0,3264.1640361663713
1,3056.7984233752372
2,3442.2477354805283
3,3169.4602703214787
4,5322.805263315466
5,573.5613621588245
6,815.5079978355941
7,882.8331196311343
8,8043.649365363738
9,5249.092072345715
10,2026.2992748961883
11,3624.646629695739
12,7207.042654561038
13,3994.6325329245983
14,2052.9276291850856
15,4514.324742777684
16,763.7828442531747
17,15488.817020469005
18,7710.961715579202
19,12708.050979088384
20,4395.400156825994
21,3301.7844506053493
22,633.7853296088995
23,810.933504726747
24,7862.012079461798
25,7628.745871548674
26,5263.107093861783
27,10574.79886585241
28,6631.913702675639
29,3662.2806541540153
30,6431.950499593718
31,5247.43237377085
32,1052.9952886818587
33,2253.8498754521315
34,614.652992811848
35,4041.856771496071
36,5627.66546302837
37,1659.5680053853744
38,847.2680622558048
39,989.02963025454
40,673.3562096036009
41,3815.5212962014916
42,889.0138485625073
43,11161.462556955885
44,1623.4991648099406
45,3713.4162631049753
46,3281.9649646233033
47,5291.494173620989
48,1039.0298086240334
49,2574.9932710301664
50,547.4192494773225
51,11373.804503377154
52,747.1362824973614
53,560.1466511200076
54,842.9379579605495
55,632.7854638265849
56,2837.241110484321
57,531.7345585246502
58,764.5905401328199
59,8329.499960579717
60,1872.6740383106837
61,3981.0135257788143
62,630.5812325803039
63,2852.4496734460886
64,1932.1989701710033
65,967.2693631858383
66,1774.5267505612635
67,5360.949241029727
68,4346.033657305748
69,689.3829618243228
70,994.5234623637874
71,966.8090015990995
72,6099.7992307820205
73,2587.7993536681647
74,1355.4603084206506
75,9135.631401102486
76,1085.3506010904523
77,1366.388385556389
78,501.03566519881184
79,2367.4640135731433
80,2037.3767982069296
81,790.6547670244244
82,6771.681736720751
83,5366.544875434921
84,582.0881575330221
85,5018.519623823914
86,827.7024587628575
87,755.5471176024193
88,2302.326074603243
89,568.1873170023217
90,11949.741021367228
91,7467.605208122949
92,1338.14349688355
93,6472.59223340548
94,7269.46638312066
95,8042.10170539781
96,2939.863359683643
97,1151.8257397667917
98,12982.644779170678
99,9426.75946234258
100,620.8277791688259
101,7374.751913643499
102,9873.613155416868
103,6406.671369774043
104,1728.4044927674584
105,6042.501047488301
106,976.5732825346234
107,4165.803702344842
108,6529.131620700413
109,652.6859403401336
110,2518.5624228132756
111,613.746186117787
112,857.6101918542615
113,1367.2037270233059
114,6762.1150178467915
115,819.7538530838908
116,2523.7550682352976
117,12356.742123382006
118,4366.514775404627
119,510.261284860293
120,2227.7189552342784
121,831.8218587916807
122,4372.248967789913
123,13635.44184639027
124,1001.9611691397773
125,3607.766783588306
126,6175.238423199288
127,4159.461000399298
128,629.2433719485215
129,769.5082825947903
130,17178.979662671765
131,12682.564041573532
132,1784.2542984219353
133,6369.394245025219
134,891.2349638257547
135,3607.277949352669
136,3012.286945987091
137,1798.4174628870949
138,8857.55487791873
139,5611.875706481585
140,3132.4768872683785
141,607.1324785993797
142,801.8332877160038
143,914.745026768533
144,1620.4560071861138
145,8830.221058183935
146,4639.814293610464
147,5278.261090931095
148,1054.3835195898546
149,13561.02694100912
150,4527.9878735222255
151,582.9588241211361
152,2127.643902619398
153,9434.990705048993
154,5507.801139540994
155,884.1631773079587
156,10792.46627091633
157,971.0854012908587
158,1612.2151677471875
159,6064.56300392781
160,10244.779601492239
161,790.4148143896482
162,1741.0777626229203
163,486.72912331399226
164,2239.220419842163
165,9128.956265991463
166,6892.578493721022
167,13396.454203266057
168,434.2040469810229
169,2311.353923890777
170,3840.2699495447796
171,2913.858864750746
172,7974.981178296043
173,3419.8528657809597
174,821.113073477877
175,467.91844460333925
176,16026.53517623894
177,1037.6696584447707
178,6607.27694669279
179,7011.907431014575
180,14434.427380514213
181,6791.832809511394
182,3643.608111421976
183,4978.644652764932
184,905.3681210007692
185,906.6118987519926
186,7587.063494585817
187,956.4930768920121
188,809.6638802954578
189,8763.402424064121
190,4852.657778364582
191,2666.538192893115
192,16521.38096277023
193,17189.085117391525
194,6516.78293020619
195,8622.002895335823
196,740.5568972844324
197,3145.035523174605
198,1195.4634588617225
199,3951.3955561149514
200,9756.793790662772
201,3657.2502241460684
202,6005.61660716515
203,3999.979563191348
204,901.0872700935287
205,5338.271482165972
206,757.3101435580992
207,8608.351438303522
208,1114.978952218743
209,2412.8894063301723
210,1584.50811139344
211,949.6159714445172
212,2820.275877996237
213,1191.953910577321
214,550.2088814105533
215,2018.5956016115642
216,2268.1139370461187
217,496.0037792123851
218,6740.825915590361
219,2147.3113205882446
220,796.3330509251886
221,5246.796276369529
222,868.8873631652419
223,1029.8469859976583
224,2857.261512268045
225,2206.93904810768
226,838.6432708110683
227,7695.170929419345
228,917.081670768121
229,871.5383265282143
230,1443.1744440140696
231,15946.625048248921
232,10079.044322605467
233,1744.2468451543114
234,1482.1607743594122
235,9062.169848225018
236,3439.1108271479766
237,1208.1378837742307
238,3754.5149189816934
239,12262.912761796058
240,2696.1408813166904
241,806.0476543902284
242,4420.273841787069
243,517.3994013752865
244,2626.352134360236
245,9898.339619465782
246,9845.631490349555
247,790.2552205257664
248,834.5451620159906
249,16523.217529919115
250,4247.984794837143
251,15691.87796259061
252,4463.687175709892
253,3643.608111421976
254,4015.807622925501
255,1889.5603898170534
256,575.0585161181453
257,1288.976918756679
258,2381.0900941080436
259,3632.485000609422
260,10058.588028945926
261,2723.9639317728884
262,657.9599946366865
263,924.5926423547476
264,4705.865161283404
265,4028.2316199757483
